id	script	reading	english	gloss	status	checks	note
h3p288	如果你不在，我会很想你。	Rú guǒ nǐ bú zài, wǒ huì hěn xiǎng nǐ.	If you're not here, I'll miss you a lot.	Si no estás, te voy a extrañar mucho.	verified	claude-blind,claude-review	
h3p289	如果明天下雨，我们就在家玩。	Rú guǒ míng tiān xià yǔ, wǒ men jiù zài jiā wán.	If it rains tomorrow, we'll play at home.	Si mañana llueve, jugaremos en casa.	verified	claude-blind,claude-review	
h3p290	外面下雨了，你带伞了吗？	Wài mian xià yǔ le, nǐ dài sǎn le ma?	It's raining out. Did you bring an umbrella?	Está lloviendo afuera, ¿trajiste paraguas?	verified	claude-blind,claude-review	
h3p291	那把伞是谁的？	Nà bǎ sǎn shì shéi de?	Whose umbrella is that?	¿De quién es ese paraguas?	verified	claude-blind,claude-review	
h3p292	你在上网吗？	Nǐ zài shàng wǎng ma?	Are you online?	¿Estás conectado a internet?	verified	claude-blind,claude-review	
h3p293	你又上网了，不和我玩吗？	Nǐ yòu shàng wǎng le, bù hé wǒ wán ma?	You're online again. Aren't you going to play with me?	Otra vez estás en internet, ¿no vas a jugar conmigo?	verified	claude-blind,claude-review	
h3p294	你别生气，我不是故意的。	Nǐ bié shēng qì, wǒ bú shì gù yì de.	Don't be angry. I didn't mean to.	No te enojes, no lo hice a propósito.	verified	claude-blind,claude-review	
h3p295	我生气了！你为什么把我放下？	Wǒ shēng qì le! Nǐ wèi shén me bǎ wǒ fàng xià?	I'm angry! Why did you put me down?	¡Estoy enojado! ¿Por qué me bajaste?	verified	claude-blind,claude-review	
h3p296	外面有很大的声音，我有点儿怕。	Wài mian yǒu hěn dà de shēng yīn, wǒ yǒu diǎnr pà.	There's a loud noise outside. I'm a little scared.	Afuera hay un ruido muy fuerte, tengo un poco de miedo.	verified	claude-blind,claude-review	
h3p297	你的声音真好听。	Nǐ de shēng yīn zhēn hǎo tīng.	Your voice is really nice.	Tu voz es muy bonita.	verified	claude-blind,claude-review	
h3p298	这个世界真大啊！	Zhè ge shì jiè zhēn dà a!	This world is so big!	¡Qué grande es este mundo!	verified	claude-blind,claude-review	
h3p299	我想看看外面的世界。	Wǒ xiǎng kàn kan wài mian de shì jiè.	I want to see the world outside.	Quiero ver el mundo de afuera.	verified	claude-blind,claude-review	
h3p300	我想试一试，可以吗？	Wǒ xiǎng shì yi shì, kě yǐ ma?	I'd like to give it a try. May I?	Quiero intentarlo, ¿puedo?	verified	claude-blind,claude-review	
h3p301	这个我能试吗？	Zhè ge wǒ néng shì ma?	Can I try this?	¿Puedo probar esto?	verified	claude-blind,claude-review	
h3p302	你最近是不是瘦了？	Nǐ zuì jìn shì bu shì shòu le?	Have you lost weight lately?	¿Has adelgazado últimamente?	verified	claude-blind,claude-review	
h3p303	叔叔今天来看你了吗？	Shū shu jīn tiān lái kàn nǐ le ma?	Did your uncle come to see you today?	¿Hoy vino tu tío a verte?	verified	claude-blind,claude-review	
h3p305	这里好舒服，我想睡了。	Zhè lǐ hǎo shū fu, wǒ xiǎng shuì le.	It's so comfortable here. I feel sleepy.	Qué cómodo se está aquí, me está dando sueño.	verified	claude-blind,claude-review	
h3p306	这么高的树，我上不去。	Zhè me gāo de shù, wǒ shàng bú qù.	I can't climb a tree that tall.	No puedo subir a un árbol tan alto.	verified	claude-blind,claude-review	
h3p307	树下面有很多小鸟。	Shù xià mian yǒu hěn duō xiǎo niǎo.	There are lots of little birds under the tree.	Debajo del árbol hay muchos pajaritos.	verified	claude-blind,claude-review	
h3p308	你喜欢数学吗？我不太喜欢。	Nǐ xǐ huan shù xué ma? Wǒ bú tài xǐ huan.	Do you like maths? I don't really.	¿Te gustan las matemáticas? A mí no mucho.	verified	claude-blind,claude-review	
h3p309	我不会做数学题。	Wǒ bú huì zuò shù xué tí.	I can't do maths problems.	No sé hacer los problemas de matemáticas.	verified	claude-blind,claude-review	
h3p310	你刷牙了吗？	Nǐ shuā yá le ma?	Did you brush your teeth?	¿Te cepillaste los dientes?	verified	claude-blind,claude-review	
h3p311	我今天还没刷牙。	Wǒ jīn tiān hái méi shuā yá.	I haven't brushed my teeth yet today.	Hoy todavía no me he cepillado los dientes.	verified	claude-blind,claude-review	
h3p312	你有两双新鞋，真好！	Nǐ yǒu liǎng shuāng xīn xié, zhēn hǎo!	You have two new pairs of shoes. How nice!	Tienes dos pares de zapatos nuevos, ¡qué bien!	verified	claude-blind,claude-review	
h3p313	我的水平还不高，要多练习。	Wǒ de shuǐ píng hái bù gāo, yào duō liàn xí.	My level isn't high yet. I need to practise more.	Mi nivel todavía no es alto, tengo que practicar más.	verified	claude-blind,claude-review	
h3p314	那位司机开车很快。	Nà wèi sī jī kāi chē hěn kuài.	That driver drives fast.	Ese conductor maneja rápido.	verified	claude-blind,claude-review	
h3p315	太阳出来了，好热！	Tài yáng chū lái le, hǎo rè!	The sun is out. So hot!	Salió el sol, ¡qué calor!	verified	claude-blind,claude-review	
h3p316	我喜欢在太阳下睡觉。	Wǒ xǐ huan zài tài yáng xià shuì jiào.	I like sleeping in the sun.	Me gusta dormir bajo el sol.	verified	claude-blind,claude-review	
h3p317	今天特别开心！	Jīn tiān tè bié kāi xīn!	I'm especially happy today!	¡Hoy estoy especialmente contento!	verified	claude-blind,claude-review	
h3p318	我特别想吃面条。	Wǒ tè bié xiǎng chī miàn tiáo.	I really want some noodles.	Tengo muchas ganas de comer fideos.	verified	claude-blind,claude-review	
h3p319	你今天特别好看。	Nǐ jīn tiān tè bié hǎo kàn.	You look extra nice today.	Hoy te ves especialmente bien.	verified	claude-blind,claude-review	
h3p320	我的头有点儿疼。	Wǒ de tóu yǒu diǎnr téng.	My head hurts a little.	Me duele un poco la cabeza.	verified	claude-blind,claude-review	
h3p321	别放手！我会疼的！	Bié fàng shǒu! Wǒ huì téng de!	Don't let go! It'll hurt!	¡No me sueltes! ¡Me va a doler!	verified	claude-blind,claude-review	
h3p322	你想提高汉语水平吗？	Nǐ xiǎng tí gāo hàn yǔ shuǐ píng ma?	Do you want to improve your Chinese?	¿Quieres mejorar tu nivel de chino?	verified	claude-blind,claude-review	
h3p323	我想提高我的水平。	Wǒ xiǎng tí gāo wǒ de shuǐ píng.	I want to improve my level.	Quiero mejorar mi nivel.	verified	claude-blind,claude-review	
h3p324	你喜欢上体育课吗？	Nǐ xǐ huan shàng tǐ yù kè ma?	Do you like PE class?	¿Te gusta la clase de educación física?	verified	claude-blind,claude-review	
h3p325	你喜欢体育吗？我们一起运动吧。	Nǐ xǐ huan tǐ yù ma? Wǒ men yì qǐ yùn dòng ba.	Do you like sports? Let us exercise together.	¿Te gustan los deportes? Hagamos ejercicio juntos.	verified	claude-blind,claude-review	
h3p326	这个苹果真甜！	Zhè ge píng guǒ zhēn tián!	This apple is so sweet!	¡Esta manzana está muy dulce!	verified	claude-blind,claude-review	
h3p327	好甜啊，我还想吃！	Hǎo tián a, wǒ hái xiǎng chī!	So sweet. I want more!	¡Qué dulce, quiero más!	verified	claude-blind,claude-review	
h3p328	你有没有一条新裙子？	Nǐ yǒu méi yǒu yì tiáo xīn qún zi?	Do you have a new skirt?	¿Tienes una falda nueva?	verified	claude-blind,claude-review	
h3p329	有一条小鱼在水里游。	Yǒu yì tiáo xiǎo yú zài shuǐ lǐ yóu.	There is a little fish swimming in the water.	Hay un pececito nadando en el agua.	verified	claude-blind,claude-review	
h3p330	你的同事对你好吗？	Nǐ de tóng shì duì nǐ hǎo ma?	Are your colleagues good to you?	¿Tus compañeros de trabajo te tratan bien?	verified	claude-blind,claude-review	
h3p331	你同事今天来了吗？	Nǐ tóng shì jīn tiān lái le ma?	Did your colleague come in today?	¿Vino hoy tu compañero de trabajo?	verified	claude-blind,claude-review	
h3p332	我同意你说的。	Wǒ tóng yì nǐ shuō de.	I agree with what you said.	Estoy de acuerdo con lo que dijiste.	verified	claude-blind,claude-review	
h3p333	你同意我出去玩吗？	Nǐ tóng yì wǒ chū qù wán ma?	Do you agree to let me go out and play?	¿Estás de acuerdo en que salga a jugar?	verified	claude-blind,claude-review	
h3p334	你的头发好长啊！	Nǐ de tóu fa hǎo cháng a!	Your hair is so long!	¡Qué largo tienes el cabello!	verified	claude-blind,claude-review	
h3p335	我的头发是绿色的，好看吗？	Wǒ de tóu fa shì lǜ sè de, hǎo kàn ma?	My hair is green. Is it nice?	Mi cabello es verde, ¿se ve bonito?	verified	claude-blind,claude-review	
h3p336	外面突然黑了。	Wài mian tū rán hēi le.	It suddenly got dark outside.	De repente oscureció afuera.	verified	claude-blind,claude-review	
h3p337	我突然想睡觉了。	Wǒ tū rán xiǎng shuì jiào le.	I suddenly feel like sleeping.	De repente me dieron ganas de dormir.	verified	claude-blind,claude-review	
h3p338	突然有人拿起了我！	Tū rán yǒu rén ná qǐ le wǒ!	Suddenly somebody picked me up!	¡De repente alguien me levantó!	verified	claude-blind,claude-review	
h3p339	你要去图书馆吗？	Nǐ yào qù tú shū guǎn ma?	Are you going to the library?	¿Vas a ir a la biblioteca?	verified	claude-blind,claude-review	
h3p340	图书馆里很安静。	Tú shū guǎn lǐ hěn ān jìng.	It's very quiet in the library.	En la biblioteca hay mucho silencio.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p341	我的腿好累。	Wǒ de tuǐ hǎo lèi.	My legs are so tired.	Tengo las piernas muy cansadas.	verified	claude-blind,claude-review	
h3p342	我的腿太短了，跑不快。	Wǒ de tuǐ tài duǎn le, pǎo bú kuài.	My legs are too short. I can't run fast.	Mis piernas son demasiado cortas, no puedo correr rápido.	verified	claude-blind,claude-review	
h3p343	你完成作业了吗？	Nǐ wán chéng zuò yè le ma?	Did you finish your homework?	¿Terminaste la tarea?	verified	claude-blind,claude-review	
h3p344	我完成了今天的练习！	Wǒ wán chéng le jīn tiān de liàn xí!	I finished today's practice!	¡Terminé la práctica de hoy!	verified	claude-blind,claude-review	
h3p345	我要一碗热的面条。	Wǒ yào yì wǎn rè de miàn tiáo.	I'd like a bowl of hot noodles.	Quiero un tazón de fideos calientes.	verified	claude-blind,claude-review	
h3p346	这碗饭真好吃！	Zhè wǎn fàn zhēn hǎo chī!	This bowl of rice is so tasty!	¡Este tazón de arroz está muy rico!	verified	claude-blind,claude-review	
h3p348	我等了你一万年！	Wǒ děng le nǐ yí wàn nián!	I've waited ten thousand years for you!	¡Te esperé diez mil años!	verified	claude-blind,claude-review	
h3p349	我的裙子是绿色的，你喜欢吗？	Wǒ de qún zi shì lǜ sè de, nǐ xǐ huan ma?	My skirt is green. Do you like it?	Mi falda es verde, ¿te gusta?	verified	claude-blind,claude-review	
h3p350	我又忘记你的名字了，对不起。	Wǒ yòu wàng jì nǐ de míng zi le, duì bu qǐ.	I forgot your name again, sorry.	Otra vez olvidé tu nombre, perdón.	verified	claude-blind,claude-review	
h3p351	别忘记给我吃的。	Bié wàng jì gěi wǒ chī de.	Don't forget to give me something to eat!	No te olvides de darme de comer.	verified	claude-blind,claude-review	
h3p352	为了你，我什么都愿意做。	Wèi le nǐ, wǒ shén me dōu yuàn yì zuò.	I'd do anything for you.	Por ti, estoy dispuesto a hacer lo que sea.	verified	claude-blind,claude-review	
h3p353	今天有三位客人来看我。	Jīn tiān yǒu sān wèi kè rén lái kàn wǒ.	Three guests came to see me today.	Hoy vinieron tres visitas a verme.	verified	claude-blind,claude-review	
h3p354	我喜欢别的地方的文化。	Wǒ xǐ huan bié de dì fang de wén huà.	I like the culture of other places.	Me gusta la cultura de otros lugares.	verified	claude-blind,claude-review	
h3p355	太阳从东边起来，从西边下去。	Tài yáng cóng dōng biān qǐ lái, cóng xī biān xià qù.	The sun comes up in the east and goes down in the west.	El sol sale por el este y se pone por el oeste.	verified	claude-blind,claude-review	
h3p356	我已经习惯一个人在这里了。	Wǒ yǐ jīng xí guàn yí gè rén zài zhè lǐ le.	I'm used to being here by myself now.	Ya me acostumbré a estar aquí solo.	verified	claude-blind,claude-review	
h3p357	早起是个好习惯。	Zǎo qǐ shì gè hǎo xí guàn.	Getting up early is a good habit.	Levantarse temprano es un buen hábito.	verified	claude-blind,claude-review	
h3p358	洗手间在哪里？我想去。	Xǐ shǒu jiān zài nǎ lǐ? Wǒ xiǎng qù.	Where's the restroom? I want to go.	¿Dónde está el baño? Quiero ir.	verified	claude-blind,claude-review	
h3p359	你什么时候洗澡？我也想洗。	Nǐ shén me shí hou xǐ zǎo? Wǒ yě xiǎng xǐ.	When do you take a bath? I want one too.	¿Cuándo te bañas? Yo también quiero bañarme.	verified	claude-blind,claude-review	
h3p360	夏天到了，我想去游泳。	Xià tiān dào le, wǒ xiǎng qù yóu yǒng.	Summer is here, and I want to go swimming.	Llegó el verano y quiero ir a nadar.	verified	claude-blind,claude-review	
h3p361	你先吃，我等一会儿。	Nǐ xiān chī, wǒ děng yí huìr.	You eat first, and I'll wait a bit.	Come tú primero, yo espero un ratito.	verified	claude-blind,claude-review	
h3p362	我相信你会回来的。	Wǒ xiāng xìn nǐ huì huí lái de.	I believe you'll come back.	Creo que vas a volver.	verified	claude-blind,claude-review	
h3p363	我最爱吃的是香蕉。	Wǒ zuì ài chī de shì xiāng jiāo.	What I love to eat most is bananas.	Lo que más me gusta comer son los plátanos.	verified	claude-blind,claude-review	
h3p364	你为什么一直向我笑？	Nǐ wèi shén me yì zhí xiàng wǒ xiào?	Why do you keep smiling at me?	¿Por qué me sonríes todo el tiempo?	verified	claude-blind,claude-review	
h3p365	我像一条小小的鱼。	Wǒ xiàng yì tiáo xiǎo xiǎo de yú.	I look like a tiny fish.	Me parezco a un pececito.	verified	claude-blind,claude-review	
h3p366	路上小心，早点回来。	Lù shang xiǎo xīn, zǎo diǎn huí lái.	Be careful on the road, and come back early.	Ten cuidado en el camino y vuelve temprano.	verified	claude-blind,claude-review	
h3p367	你们的校长今天来了吗？	Nǐ men de xiào zhǎng jīn tiān lái le ma?	Did your principal come today?	¿Vino hoy su director?	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p368	今天的新闻你看了吗？	Jīn tiān de xīn wén nǐ kàn le ma?	Did you see today's news?	¿Viste las noticias de hoy?	verified	claude-blind,claude-review	
h3p369	这个苹果很新鲜，快来吃。	Zhè ge píng guǒ hěn xīn xiān, kuài lái chī.	This apple is really fresh, come and eat.	Esta manzana está muy fresca, ven a comer.	verified	claude-blind,claude-review	
h3p370	你有新的信吗？我在等。	Nǐ yǒu xīn de xìn ma? Wǒ zài děng.	Do you have a new letter? I'm waiting.	¿Tienes alguna carta nueva? Estoy esperando.	verified	claude-blind,claude-review	
h3p371	你的行李箱好大啊。	Nǐ de xíng li xiāng hǎo dà a.	Your suitcase is so big.	¡Qué grande es tu maleta!	verified	claude-blind,claude-review	
h3p372	我想变成一只大熊猫。	Wǒ xiǎng biàn chéng yì zhī dà xióng māo.	I want to turn into a giant panda.	Quiero convertirme en un oso panda gigante.	verified	claude-blind,claude-review	
h3p373	我需要你在我旁边。	Wǒ xū yào nǐ zài wǒ páng biān.	I need you next to me.	Te necesito a mi lado.	verified	claude-blind,claude-review	
h3p374	你想选择哪一个？	Nǐ xiǎng xuǎn zé nǎ yí gè?	Which one do you want to choose?	¿Cuál quieres elegir?	verified	claude-blind,claude-review	
h3p375	我有一个小小的要求：别走。	Wǒ yǒu yí gè xiǎo xiǎo de yāo qiú: bié zǒu.	I have one small request: don't go.	Tengo una pequeña petición: no te vayas.	verified	claude-blind,claude-review	
h3p376	我爷爷也喜欢听音乐。	Wǒ yé ye yě xǐ huan tīng yīn yuè.	My grandpa likes listening to music too.	A mi abuelo también le gusta escuchar música.	verified	claude-blind,claude-review	
h3p377	明天一定是个好天气。	Míng tiān yí dìng shì gè hǎo tiān qì.	Tomorrow will surely be nice weather.	Mañana seguro hará buen tiempo.	verified	claude-blind,claude-review	
h3p378	今天一共有五个人来看我。	Jīn tiān yí gòng yǒu wǔ gè rén lái kàn wǒ.	Altogether five people came to see me today.	Hoy vinieron a verme cinco personas en total.	verified	claude-blind,claude-review	
h3p379	我睡一会儿，别叫我。	Wǒ shuì yí huìr, bié jiào wǒ.	I'll sleep for a bit, don't wake me.	Voy a dormir un ratito, no me llames.	verified	claude-blind,claude-review	
h3p380	你和我一样喜欢吃蛋糕。	Nǐ hé wǒ yí yàng xǐ huan chī dàn gāo.	You like cake just like I do.	Igual que yo, a ti te gusta comer pastel.	verified	claude-blind,claude-review	
h3p381	我一直在等你回家。	Wǒ yì zhí zài děng nǐ huí jiā.	I've been waiting for you to come home all along.	Siempre he estado esperando que vuelvas a casa.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p382	以前我住在水里。	Yǐ qián wǒ zhù zài shuǐ lǐ.	I used to live in the water.	Antes yo vivía en el agua.	verified	claude-blind,claude-review	
h3p383	我一般晚上不睡觉。	Wǒ yì bān wǎn shang bú shuì jiào.	I generally don't sleep at night.	Normalmente no duermo por la noche.	verified	claude-blind,claude-review	
h3p384	这个音乐真好听。	Zhè ge yīn yuè zhēn hǎo tīng.	This music sounds really nice.	Esta música suena muy bonita.	verified	claude-blind,claude-review	
h3p385	你去银行做什么？	Nǐ qù yín háng zuò shén me?	What are you going to the bank for?	¿Qué vas a hacer al banco?	verified	claude-blind,claude-review	
h3p386	我想喝一杯冷的饮料。	Wǒ xiǎng hē yì bēi lěng de yǐn liào.	I want a cold drink.	Quiero una bebida fría.	verified	claude-blind,claude-review	
h3p387	你应该早点睡觉。	Nǐ yīng gāi zǎo diǎn shuì jiào.	You should go to bed earlier.	Deberías acostarte más temprano.	verified	claude-blind,claude-review	
h3p388	天气会影响我的心情。	Tiān qì huì yǐng xiǎng wǒ de xīn qíng.	The weather affects my mood.	El clima afecta mi estado de ánimo.	verified	claude-blind,claude-review	
h3p389	我可以用一下你的笔吗？	Wǒ kě yǐ yòng yí xià nǐ de bǐ ma?	Can I use your pen for a moment?	¿Puedo usar tu bolígrafo un momento?	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p390	我喜欢这个游戏，再玩一次。	Wǒ xǐ huan zhè ge yóu xì, zài wán yí cì.	I like this game, let's play once more.	Me gusta este juego, juguemos una vez más.	verified	claude-blind,claude-review	
h3p391	你的朋友很有名吧？	Nǐ de péng you hěn yǒu míng ba?	Your friend is quite famous, isn't he?	Tu amigo es muy famoso, ¿verdad?	verified	claude-blind,claude-review	
h3p392	你终于来了，太好了！	Nǐ zhōng yú lái le, tài hǎo le!	You're finally here, how wonderful!	¡Por fin llegaste, qué bueno!	verified	claude-blind,claude-review	
h3p393	我今天在路上遇到一只猫。	Wǒ jīn tiān zài lù shang yù dào yì zhī māo.	I ran into a cat on the road today.	Hoy me encontré con un gato en el camino.	verified	claude-blind,claude-review	
h3p394	你愿意和我一起玩吗？	Nǐ yuàn yì hé wǒ yì qǐ wán ma?	Are you willing to play with me?	¿Quieres jugar conmigo?	verified	claude-blind,claude-review	
h3p395	今晚的月亮又大又亮。	Jīn wǎn de yuè liang yòu dà yòu liàng.	Tonight's moon is big and bright.	La luna de esta noche es grande y brillante.	verified	claude-blind,claude-review	
h3p396	天越来越冷了。	Tiān yuè lái yuè lěng le.	It's getting colder and colder.	Cada vez hace más frío.	verified	claude-blind,claude-review	
h3p397	我在车站等你。	Wǒ zài chē zhàn děng nǐ.	I'll wait for you at the station.	Te espero en la estación.	verified	claude-blind,claude-review	
h3p398	请给我一张纸。	Qǐng gěi wǒ yì zhāng zhǐ.	Please give me a sheet of paper.	Por favor, dame una hoja de papel.	verified	claude-blind,claude-review	
h3p399	你怎么还不回来，我好着急。	Nǐ zěn me hái bù huí lái, wǒ hǎo zháo jí.	Why aren't you back yet? I'm so worried.	¿Por qué todavía no vuelves? Estoy muy preocupado.	verified	claude-blind,claude-review	
h3p400	请你照顾我，好吗？	Qǐng nǐ zhào gù wǒ, hǎo ma?	Please take care of me, okay?	Por favor, cuídame, ¿sí?	verified	claude-blind,claude-review	
h3p401	这张照片是谁给你的？	Zhè zhāng zhào piàn shì shéi gěi nǐ de?	Who gave you this photo?	¿Quién te dio esta foto?	verified	claude-blind,claude-review	
h3p402	我想用照相机给你照张相。	Wǒ xiǎng yòng zhào xiàng jī gěi nǐ zhào zhāng xiāng.	I want to take your picture with the camera.	Quiero tomarte una foto con la cámara.	verified	claude-blind,claude-review	
h3p403	桌子上有一只小鸟。	Zhuō zi shang yǒu yì zhī xiǎo niǎo.	There's a little bird on the table.	Hay un pajarito sobre la mesa.	verified	claude-blind,claude-review	
h3p404	我只有你一个朋友。	Wǒ zhǐ yǒu nǐ yí gè péng you.	You're my only friend.	Solo tengo un amigo, y eres tú.	verified	claude-blind,claude-review	
h3p405	我坐在桌子中间。	Wǒ zuò zài zhuō zi zhōng jiān.	I'm sitting in the middle of the table.	Estoy sentado en medio de la mesa.	verified	claude-blind,claude-review	
h3p406	我在学中文，你教教我吧。	Wǒ zài xué zhōng wén, nǐ jiāo jiāo wǒ ba.	I'm learning Chinese, so teach me.	Estoy aprendiendo chino, enséñame.	verified	claude-blind,claude-review	
h3p407	你终于回来了！	Nǐ zhōng yú huí lái le!	You're finally back!	¡Por fin volviste!	verified	claude-blind,claude-review	
h3p408	你喜欢哪一种水果？	Nǐ xǐ huan nǎ yì zhǒng shuǐ guǒ?	Which kind of fruit do you like?	¿Qué clase de fruta te gusta?	verified	claude-blind,claude-review	
h3p409	今天的书包好重啊。	Jīn tiān de shū bāo hǎo zhòng a.	Today's school bag is so heavy.	La mochila de hoy pesa mucho.	verified	claude-blind,claude-review	
h3p410	你最重要，别走。	Nǐ zuì zhòng yào, bié zǒu.	You're the most important, don't go.	Tú eres lo más importante, no te vayas.	verified	claude-blind,claude-review	
h3p411	这个周末你有空吗？	Zhè ge zhōu mò nǐ yǒu kōng ma?	Are you free this weekend?	¿Estás libre este fin de semana?	verified	claude-blind,claude-review	
h3p412	我主要吃蛋糕和水果。	Wǒ zhǔ yào chī dàn gāo hé shuǐ guǒ.	I mainly eat cake and fruit.	Como sobre todo pastel y fruta.	verified	claude-blind,claude-review	
h3p413	过马路要注意车。	Guò mǎ lù yào zhù yì chē.	Pay attention to cars when crossing the road.	Al cruzar la calle hay que fijarse en los autos.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p414	我想自己试一试。	Wǒ xiǎng zì jǐ shì yi shì.	I want to try it myself.	Quiero intentarlo yo solo.	verified	claude-blind,claude-review	
h3p415	我想骑自行车去玩。	Wǒ xiǎng qí zì xíng chē qù wán.	I want to ride a bike and play.	Quiero ir a jugar en bicicleta.	verified	claude-blind,claude-review	
h3p416	你总是这么早起来。	Nǐ zǒng shì zhè me zǎo qǐ lái.	You always get up this early.	Siempre te levantas así de temprano.	verified	claude-blind,claude-review	
h3p417	最后一块蛋糕给我吧。	Zuì hòu yí kuài dàn gāo gěi wǒ ba.	Give me the last piece of cake.	Dame el último pedazo de pastel.	verified	claude-blind,claude-review	
h3p418	你最近好吗？我想你了。	Nǐ zuì jìn hǎo ma? Wǒ xiǎng nǐ le.	How have you been lately? I missed you.	¿Cómo has estado últimamente? Te extrañé.	verified	claude-blind,claude-review	
h3p419	你的作业做完了吗？	Nǐ de zuò yè zuò wán le ma?	Have you finished your homework?	¿Ya terminaste tu tarea?	verified	claude-blind,claude-review	
h3p420	请再说一遍。	Qǐng zài shuō yí biàn.	Please say it once more.	Por favor, repítelo una vez más.	verified	claude-blind,claude-review	
h3p421	我家对面有一个大商店。	Wǒ jiā duì miàn yǒu yí gè dà shāng diàn.	There's a big shop across from my home.	Frente a mi casa hay una tienda grande.	verified	claude-blind,claude-review	
h3p422	别忘了，明天我一定要吃鱼。	Bié wàng le, míng tiān wǒ yí dìng yào chī yú.	Don't forget, tomorrow I absolutely want fish.	No te olvides, mañana quiero comer pescado sin falta.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p423	为了吃蛋糕，我一直在等。	Wèi le chī dàn gāo, wǒ yì zhí zài děng.	I've been waiting just to have cake.	Llevo mucho tiempo esperando para poder comer pastel.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p424	我们这里有三位小朋友。	Wǒ men zhè lǐ yǒu sān wèi xiǎo péng you.	There are three little kids here.	Aquí tenemos a tres niños pequeños.	verified	claude-blind,claude-review	
h3p425	我想去看看别的文化。	Wǒ xiǎng qù kàn kan bié de wén huà.	I want to go see other cultures.	Quiero ir a conocer otras culturas.	verified	claude-blind,claude-review	
h3p426	你往西走，我往东走。	Nǐ wǎng xī zǒu, wǒ wǎng dōng zǒu.	You go west, and I'll go east.	Tú vas hacia el oeste y yo voy hacia el este.	verified	claude-blind,claude-review	
h3p427	你的新习惯是什么？	Nǐ de xīn xí guàn shì shén me?	What's your new habit?	¿Cuál es tu nuevo hábito?	verified	claude-blind,claude-review	
h3p428	我一个人不想去洗手间。	Wǒ yí gè rén bù xiǎng qù xǐ shǒu jiān.	I don't want to go to the restroom alone.	No quiero ir solo al baño.	verified	claude-blind,claude-review	
h3p429	洗完澡，我觉得很舒服。	Xǐ wán zǎo, wǒ jué de hěn shū fu.	After a bath I feel really comfortable.	Después de bañarme me siento muy a gusto.	verified	claude-blind,claude-review	
h3p430	夏天的晚上很舒服。	Xià tiān de wǎn shang hěn shū fu.	Summer nights are really pleasant.	Las noches de verano son muy agradables.	verified	claude-blind,claude-review	
h3p431	我想先睡，你也早点睡。	Wǒ xiǎng xiān shuì, nǐ yě zǎo diǎn shuì.	I want to sleep first, and you sleep early too.	Quiero dormir primero, y tú también duerme temprano.	verified	claude-blind,claude-review	
h3p432	我喜欢这个小故事。	Wǒ xǐ huan zhè ge xiǎo gù shì.	I like this little story.	Me gusta este cuentito.	verified	claude-blind,claude-review	
h3p433	香蕉是我最爱的水果。	Xiāng jiāo shì wǒ zuì ài de shuǐ guǒ.	Bananas are my favorite fruit.	El plátano es mi fruta favorita.	verified	claude-blind,claude-review	
h3p434	我向你跑过去了。	Wǒ xiàng nǐ pǎo guò qù le.	I ran over toward you.	Corrí hacia ti.	verified	claude-blind,claude-review	
h3p435	你像我的哥哥一样。	Nǐ xiàng wǒ de gē ge yí yàng.	You're like a big brother to me.	Eres como un hermano mayor para mí.	verified	claude-blind,claude-review	
h3p436	小心，别把我放在地上。	Xiǎo xīn, bié bǎ wǒ fàng zài dì shang.	Careful, don't put me on the floor.	Cuidado, no me pongas en el suelo.	verified	claude-blind,claude-review	
h3p437	校长今天没有来学校。	Xiào zhǎng jīn tiān méi yǒu lái xué xiào.	The principal didn't come to school today.	Hoy el director no vino a la escuela.	verified	claude-blind,claude-review	
h3p438	我在电视上看新闻。	Wǒ zài diàn shì shàng kàn xīn wén.	I'm watching the news on TV.	Estoy viendo las noticias en la televisión.	verified	claude-blind,claude-review	
h3p439	我要新鲜的鱼，不要旧的。	Wǒ yào xīn xiān de yú, bú yào jiù de.	I want fresh fish, not old.	Quiero pescado fresco, no viejo.	verified	claude-blind,claude-review	
h3p440	我给爷爷写了信。	Wǒ gěi yé ye xiě le xìn.	I wrote a letter to my grandpa.	Le escribí una carta a mi abuelo.	verified	claude-blind,claude-review	
